#Trace: RRC_no_e_good_compensation
#Start: 100 Hz
#Stop: 1e+06 Hz
#Steps: 101
#Resistor: 10000 O
#Average: 9
#ProbeResistance: 1.04e+06 O
#ProbeCapacitance: 4.3e-11 F
#Compensation: Open Short
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic

Frequency (Hz),Gain (X),Phase (rad),Real (Ohm),Imag (Ohm),VReal (V),VImag (V),IReal (A),IImag (A),Resistor (Ohm),Amplitude (V)
691.8309709189363,2.120646690744038,-0.8616516536119665,10182.66094737159,-23478.46141129585,0.2337875606939011,-0.5364536033774574,9.136455771992582e-06,-2.096469378625949e-05,10000,1
758.5775750291837,1.965391841707776,-0.8166427918108371,10166.512268797,-21428.7612380693,0.245583942398728,-0.5151676815047724,1.03554377309754e-05,-2.172286508118728e-05,10000,1
831.7637711026708,1.829680154808738,-0.7713935890269309,10149.3097117416,-19560.99917151151,0.2569726716303378,-0.4927742921080248,1.166151100646175e-05,-2.236227220062379e-05,10000,1
912.0108393559096,1.711491181675892,-0.7262573918374139,10135.52913654536,-17860.1033187591,0.2678147408832823,-0.4694276675488378,1.304298289833235e-05,-2.286183732698985e-05,10000,1
1000,1.608589686665743,-0.6815345112830026,10121.23417270513,-16303.88950330574,0.2779835586966097,-0.4453198694540905,1.448716225947578e-05,-2.320792364986967e-05,10000,1
1096.478196143185,1.519646462322163,-0.637573701070336,10109.40043867475,-14884.05188380848,0.2874612202277229,-0.4207693048106715,1.597799036817609e-05,-2.338766910598636e-05,10000,1
1202.264434617413,1.443128392926367,-0.5947482459141133,10099.47221819943,-13589.21832006782,0.2961747976699851,-0.3960749504200428,1.749406168707496e-05,-2.339483193662558e-05,10000,1
1318.256738556408,1.377229102893252,-0.5533015052731267,10088.46607092715,-12406.59174704805,0.3040521939646456,-0.3714615110712132,1.901534365013818e-05,-2.323110448148928e-05,10000,1
1445.439770745928,1.320894919652623,-0.5134334504292087,10079.5574229667,-11327.70931378262,0.3111515965056114,-0.3471839111274043,2.052190551160886e-05,-2.289840546962743e-05,10000,1
1584.893192461114,1.272790271710246,-0.4752967480020051,10072.05088880734,-10341.01898895248,0.3174951561982134,-0.323456133055615,2.199541014914535e-05,-2.240837434185341e-05,10000,1
1737.800828749376,1.231881164044362,-0.4391028184164551,10065.17193068688,-9440.892396599862,0.3230865781030203,-0.3005004285112562,2.341331432475198e-05,-2.177654989187844e-05,10000,1
1905.460717963248,1.197027764881018,-0.4048932379170854,10058.05308737225,-8619.020642997975,0.3279675818541519,-0.2784431707083567,2.476188967455481e-05,-2.102274570777451e-05,10000,1
2089.296130854041,1.167576200202772,-0.3726997951346022,10051.66998813764,-7868.881108573285,0.3322295580339534,-0.2573923654517506,2.602727454458484e-05,-2.016443630403341e-05,10000,1
2290.867652767774,1.14274238865793,-0.3425112189299346,10047.09372504895,-7183.817196620945,0.3359176456695634,-0.2374026894017443,2.719903475459304e-05,-1.922234238990727e-05,10000,1
2511.886431509579,1.12178123828569,-0.3143096053899923,10042.82814729151,-6558.452472930521,0.3390947038625301,-0.2185382057215265,2.827273098856066e-05,-1.822108051440491e-05,10000,1
2754.228703338166,1.104023604024596,-0.2880332646427609,10038.13917117253,-5987.024292955804,0.3417880784676849,-0.2007979319032481,2.924548088138863e-05,-1.718150060946037e-05,10000,1
3019.951720402016,1.08913020431706,-0.2636480617579158,10034.5104559694,-5466.181079177206,0.3441035362171773,-0.1842214099357327,3.011787750063411e-05,-1.612409427241895e-05,10000,1
3311.311214825911,1.076561681151595,-0.2409747218483418,10031.23876708025,-4989.13464920397,0.3460419094599484,-0.1686942182536594,3.089240642617885e-05,-1.505993987887684e-05,10000,1
3630.780547701014,1.065976381012942,-0.2200077799677209,10027.59726550011,-4554.310420965517,0.3477071036601989,-0.1542759118405387,3.157746658982626e-05,-1.40107648088791e-05,10000,1
3981.071705534973,1.057002926960783,-0.2006176631531799,10023.85704300154,-4157.283966387844,0.3490896930031535,-0.1408764586664873,3.217692451918216e-05,-1.298511891899455e-05,10000,1
4365.158322401657,1.049619219506647,-0.182721793609653,10021.83544902714,-3795.742533549724,0.3502697962581655,-0.1284598759099118,3.269464167555715e-05,-1.199061311431357e-05,10000,1
4786.30092322638,1.043335197706291,-0.1660948350194763,10019.68623002912,-3463.576510491844,0.3512704116070783,-0.1168909085853646,3.314627582267639e-05,-1.102995916851562e-05,10000,1
5248.074602497722,1.038069250930063,-0.1507665546662304,10017.23459392443,-3161.226724182845,0.3520872516315768,-0.1061898759684091,3.35317810031337e-05,-1.011321951937234e-05,10000,1
5754.399373371567,1.033621381033734,-0.1366616403297224,10015.26389836874,-2886.204752787798,0.35278974874609,-0.09632948210429888,3.386386154188981e-05,-9.246550547390541e-06,10000,1
6309.57344480193,1.029878698520802,-0.1235236337241539,10013.30709811169,-2633.47478544603,0.3533806241762379,-0.08712511740457624,3.414839890214288e-05,-8.419203148058615e-06,10000,1
6918.309709189362,1.026781957456311,-0.1113896630827129,10012.09735291753,-2403.306224380799,0.3539039532501476,-0.07861514216280072,3.439137995571506e-05,-7.639595996494586e-06,10000,1
7585.775750291836,1.024114181158617,-0.1001828989547154,10009.75349917697,-2194.412257914345,0.3542829541142002,-0.07073415332072658,3.459357173347055e-05,-6.906759070655444e-06,10000,1
8317.637711026709,1.021949577018737,-0.08970151742247026,10008.82442479023,-2002.10048914481,0.3546698021720709,-0.06336519131348704,3.476932835195114e-05,-6.211876876379652e-06,10000,1
9120.108393559096,1.020110292413154,-0.08001209859486469,10007.50498028922,-1827.839495156809,0.3549674995715946,-0.05654170542483218,3.491538437382853e-05,-5.561566567199551e-06,10000,1
10000,1.01852068526207,-0.07088540253111905,10005.92159604076,-1667.841070798086,0.3552071938070279,-0.05010776239293219,3.503934636764252e-05,-4.942870732362812e-06,10000,1
10964.78196143185,1.017261767956141,-0.06239113157844529,10005.34963765693,-1522.564719834242,0.3554577112399447,-0.04412019895477096,3.514553484536391e-05,-4.362341681490686e-06,10000,1
12022.64434617413,1.01608930891817,-0.05440783739000618,10002.97010314699,-1389.625267295066,0.3556172007660527,-0.0384844085464356,3.523347927111631e-05,-3.812919082263494e-06,10000,1
13182.56738556407,1.015291871975557,-0.04682470234369286,10003.3232966172,-1268.054630933795,0.3558012242791317,-0.03312963974133004,3.530561959501722e-05,-3.287404253307867e-06,10000,1
14454.39770745928,1.014656554568855,-0.03963755060652113,10003.40372560703,-1157.074777628302,0.3559886817693308,-0.02805363134124826,3.536768017645245e-05,-2.787144400585971e-06,10000,1
15848.93192461114,1.014149251463028,-0.03274281141323318,10002.86626994448,-1055.377064587196,0.3561262077009998,-0.02317899765070267,3.541625466622324e-05,-2.305118988587065e-06,10000,1
17378.00828749376,1.013729255618952,-0.02613824589091538,10003.58869833687,-963.5484601454544,0.3562406148239411,-0.01850735353710037,3.545576932072084e-05,-1.841992267144376e-06,10000,1
19054.60717963246,1.013261390840949,-0.01980888633403945,10001.49910335833,-880.3285753031928,0.356321687245662,-0.01402884409035379,3.549030317910932e-05,-1.397298979660053e-06,10000,1
20892.96130854039,1.013270349586456,-0.01359589685542519,10003.86055742631,-803.239518418678,0.356463931378444,-0.009630893192846516,3.551137798289928e-05,-9.594414985032789e-07,10000,1
22908.67652767772,1.012887779900566,-0.007455189478165337,10001.46367656753,-733.4575870531451,0.3565111287176683,-0.005282141361335633,3.553399536536673e-05,-5.264788993489008e-07,10000,1
25118.86431509579,1.012981595217669,-0.001438494950315326,10003.13000897358,-670.9573024347087,0.3566034951920521,-0.001019374399975769,3.554177579008609e-05,-1.015984892424571e-07,10000,1
27542.28703338166,1.013067482921236,0.004612066098224966,10002.86839048016,-612.3945170641537,0.35671002135582,0.003269174659468522,3.554870948702262e-05,3.257966787421922e-07,10000,1
30199.51720402016,1.013226036003981,0.01062192254342825,10003.54755937577,-561.0435142532767,0.3568012258373181,0.007531058654155989,3.554904335347093e-05,7.503391558306761e-07,10000,1
33113.11214825911,1.013505394144664,0.01679502758634354,10004.47079021885,-512.8054860953378,0.3568701674431803,0.01191019978242727,3.554021975917988e-05,1.186120769566978e-06,10000,1
36307.80547701014,1.013849964008904,0.02311631871103297,10005.31588990274,-468.9883743537668,0.3569656092893047,0.01639797783265634,3.552887336807115e-05,1.632094696933991e-06,10000,1
39810.71705534973,1.014329513164574,0.02972965352461261,10005.5605541619,-426.9727333977212,0.3570450815872724,0.02109509439916032,3.550786603595391e-05,2.09789134361202e-06,10000,1
43651.58322401661,1.014560141530711,0.03632629434256014,10002.72939083907,-394.2007206037117,0.3570253366935497,0.02578079951408251,3.548274170519436e-05,2.562208773706106e-06,10000,1
47863.00923226385,1.015479972907548,0.04349748959545514,10004.60476104314,-360.7364921834808,0.3571486240189907,0.03088156992696643,3.544314008057275e-05,3.064661978849663e-06,10000,1
52480.74602497728,1.01671304164113,0.05077296054812337,10008.42243873402,-332.4493427856724,0.3573153463002851,0.03606241250164699,3.539322118767383e-05,3.57209662402599e-06,10000,1
57543.99373371567,1.017644164071839,0.05854767476973503,10007.55756141037,-307.1066322428668,0.3573245793948663,0.041595927607443,3.533279196946801e-05,4.113067898714918e-06,10000,1
63095.73444801931,1.018966016520559,0.06681418545250044,10008.30331290703,-284.7583996683206,0.3573798206162739,0.04748638179628931,3.525739011423676e-05,4.684780145723547e-06,10000,1
69183.09709189364,1.020444395167571,0.07564475175777141,10008.18792974477,-264.0377397299723,0.3573300469567575,0.05377218543322386,3.515925515321477e-05,5.290878849663282e-06,10000,1
75857.75750291836,1.022426428328467,0.08514634124778514,10009.7172738404,-245.1192948393202,0.3573141520658426,0.0605418039886363,3.503896952111932e-05,5.936855320302314e-06,10000,1
83176.37711026709,1.024817204742539,0.09533725516837804,10011.81519051082,-228.7763472601877,0.3572785083320085,0.06780553118958801,3.489370522288314e-05,6.622246126296104e-06,10000,1
91201.08393559097,1.027458927082771,0.1062812582934664,10010.78442758158,-214.7519835032356,0.3570708997951451,0.07558636896252473,3.471281985464313e-05,7.348165338502847e-06,10000,1
100000,1.031007295515515,0.1180736249565359,10014.03118030325,-202.8623997261215,0.3568777923415847,0.08396735589208278,3.449147236284442e-05,8.115264657210287e-06,10000,1
109647.8196143185,1.035084198062985,0.1307433272296832,10013.63456252499,-193.341288223508,0.3565805051845257,0.09295981548392013,3.423017192982409e-05,8.923736492359982e-06,10000,1
120226.4434617413,1.03991788641683,0.1444893051091649,10016.11696127535,-184.7244227838041,0.3561705025599181,0.1026985735078976,3.391890330680527e-05,9.780211891565056e-06,10000,1
131825.6738556407,1.046040053728633,0.1593526659790953,10019.42919001183,-178.0217378880549,0.3556640587282569,0.1131941061749193,3.354246644605849e-05,1.067526902167178e-05,10000,1
144543.9770745928,1.052627398466925,0.1753395971047868,10017.82019400339,-173.4443496699042,0.3548595211892189,0.1244306185660405,3.310851898344668e-05,1.160942077335172e-05,10000,1
158489.3192461114,1.061010062901087,0.1925890065613598,10018.39842448957,-172.6447721032445,0.3539831780491967,0.1365118753599951,3.259832863050713e-05,1.257138545248463e-05,10000,1
173780.0828749376,1.070599294967332,0.2112109133388025,10016.76469548788,-172.34134919133,0.3527905818407634,0.1494676500219619,3.200927747771277e-05,1.356144900051249e-05,10000,1
190546.0717963246,1.082238317601606,0.2314586325033999,10016.08680872193,-171.6774451927853,0.3513727177520908,0.1634703511635067,3.132781375854305e-05,1.457474771819701e-05,10000,1
208929.6130854039,1.096126144004069,0.2531871652290218,10014.10785285764,-174.3387514116716,0.3497476982877366,0.1784112516654915,3.055951618759762e-05,1.558884178513065e-05,10000,1
229086.7652767772,1.112452118138846,0.2766687445548309,10012.21382632877,-175.9248811118923,0.3477345111426061,0.1944066282457581,2.969039901577861e-05,1.659889996239571e-05,10000,1
251188.643150958,1.131755010902077,0.3018153050272597,10006.2783838393,-179.8240684179135,0.3453388638174331,0.2113507129232979,2.872192759372793e-05,1.757809650023902e-05,10000,1
275422.8703338166,1.155436371329563,0.3289293590153167,10005.07972276674,-182.5426532413408,0.3426894351919225,0.2294537689191939,2.764653741321036e-05,1.851122782198961e-05,10000,1
301995.1720402016,1.18339659793292,0.3574500069213868,10002.24250219848,-191.7673601861256,0.3397132772676322,0.2482530770330794,2.648951605608611e-05,1.93578064505844e-05,10000,1
331131.1214825911,1.216661739468416,0.3880025491356122,10000.44045787334,-197.6106649163557,0.3363288497856427,0.2681487613469839,2.524082985077107e-05,2.012404604650471e-05,10000,1
363078.0547701014,1.255645200261748,0.4198991191629861,9995.520818582605,-207.7336229489636,0.3325302811836686,0.2885539863137317,2.392847408005223e-05,2.076399345535145e-05,10000,1
398107.1705534973,1.301589603991523,0.4532968434518537,9990.478549434562,-220.5812732749403,0.3283721654897717,0.3095728944400736,2.256285697082261e-05,2.127113584331043e-05,10000,1
436515.8322401661,1.355506331674934,0.4882164988959345,9986.027593561803,-233.1159690468248,0.3237848176190477,0.331139585597753,2.115510483856612e-05,2.163564277359648e-05,10000,1
478630.0923226385,1.418285957906126,0.5243284668776516,9979.700897538698,-245.36775719959,0.3187790442793898,0.3529645799957978,1.972879488796054e-05,2.184449049087777e-05,10000,1
524807.4602497729,1.49123157582062,0.5613109382938185,9971.003492505739,-261.1452568174081,0.3134254742745616,0.3747842512638302,1.830538378502793e-05,2.188899792477899e-05,10000,1
575439.9373371566,1.575972458805677,0.5989347964188674,9963.192417310705,-276.3396598201796,0.3078085290070379,0.3964306657966299,1.690242763483514e-05,2.176885956497924e-05,10000,1
630957.344480193,1.673497271794617,0.636919450653592,9952.985445379863,-291.2458605954772,0.3018973589513261,0.4176534160897191,1.553613706767076e-05,2.149313508965461e-05,10000,1
691830.9709189363,1.786228243931181,0.674825443688446,9945.970885028595,-307.9676119204912,0.2959000504490798,0.4381686877565509,1.422273197368237e-05,2.106101636604477e-05,10000,1
758577.5750291835,1.915172179728855,0.7120402098221769,9935.881155292296,-325.9965718142612,0.2899703991931623,0.4576374262149156,1.29833369631977e-05,2.049057741083691e-05,10000,1
831763.7711026708,2.061927635121119,0.74841078631231,9925.584462020099,-344.8372381256814,0.2841028618537784,0.4759592440862327,1.182080567955396e-05,1.98034673041289e-05,10000,1
912010.8393559096,2.228362280864168,0.7833729487507961,9913.605589570898,-363.9706090561159,0.2785379439499167,0.4928918503840309,1.074668594713727e-05,1.901699225198913e-05,10000,1
1000000,2.417140206145683,0.8165186886857122,9905.320019592951,-385.3770267765314,0.273458608492188,0.5082306874630576,9.76302313829401e-06,1.814485924817631e-05,10000,1
