#Trace: bridge3_no_e_good_compensation
#Start: 100 Hz
#Stop: 1e+06 Hz
#Steps: 101
#Resistor: 10000 O
#Average: 10
#ProbeResistance: 1.04e+06 O
#ProbeCapacitance: 4.3e-11 F
#Compensation: Open Short
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic

Frequency (Hz),Gain (X),Phase (rad),Real (Ohm),Imag (Ohm),VReal (V),VImag (V),IReal (A),IImag (A),Resistor (Ohm),Amplitude (V)
3019.951720402016,0.5320682796754355,-0.1766526517952639,5015.272312711263,-2701.624299994882,0.2344748655926422,-0.1242158690040361,4.116053820229705e-05,-2.180528820668868e-05,10000,1
3311.311214825911,0.5278234417325525,-0.1610993863712943,5013.922618383619,-2465.640576088901,0.2350448423399057,-0.1133807427380646,4.207086976802644e-05,-2.029411245296395e-05,10000,1
3630.780547701014,0.5242454984024811,-0.1467814262328295,5012.400460174524,-2250.318095057052,0.2355108397796021,-0.1033799821519203,4.287102178578696e-05,-1.881868992186025e-05,10000,1
3981.071705534973,0.5212338782510755,-0.1335985762385771,5011.089351080664,-2053.605680635624,0.235907784560012,-0.09415837297049964,4.357231688249329e-05,-1.739111098797558e-05,10000,1
4365.158322401657,0.5187175816073013,-0.1214842806985854,5010.138299627281,-1874.589865358549,0.2362414674662419,-0.08566975466790622,4.41801191155738e-05,-1.602131923080325e-05,10000,1
4786.30092322638,0.5165228509584112,-0.1103072226601653,5008.572785248786,-1710.410248051177,0.23648928771628,-0.07782396755064727,4.470643551473267e-05,-1.471200755180823e-05,10000,1
5248.074602497722,0.5147218937823022,-0.1000168758085023,5007.280462776086,-1560.892517587978,0.2367165382506582,-0.0705947328795425,4.515905088587816e-05,-1.346754712594894e-05,10000,1
5754.399373371567,0.5131973658117366,-0.09055189244729292,5006.618357158947,-1424.694722895968,0.2368963871761554,-0.06393693710341736,4.554495748756511e-05,-1.229231529012264e-05,10000,1
6309.57344480193,0.5118742947753974,-0.08178348404323574,5005.348682050857,-1300.086839995187,0.2370384699427851,-0.05776453590858798,4.587679356770652e-05,-1.11798379817939e-05,10000,1
6918.309709189362,0.5108079929342122,-0.0736686854904286,5004.992770166142,-1186.153497117715,0.2371800846307271,-0.05204965560652022,4.615947876117009e-05,-1.012979220509195e-05,10000,1
7585.775750291836,0.5098816582912669,-0.06610716083587087,5003.993841751765,-1081.589718550499,0.2372914337634122,-0.0467203338319376,4.640107579319941e-05,-9.135912396149792e-06,10000,1
8317.637711026709,0.5090809196372723,-0.0591959806458293,5003.105291910128,-987.4318157707601,0.2373717198075743,-0.04184601094747602,4.660293070057619e-05,-8.215581661798916e-06,10000,1
9120.108393559096,0.508496846546274,-0.0526642454723372,5003.214145515053,-900.4804720736207,0.2374805354175986,-0.03723824349514711,4.677470146347705e-05,-7.334528362279812e-06,10000,1
10000,0.5079575549778288,-0.04660179758729387,5002.760610109165,-821.6878459265912,0.2375560094766647,-0.03295908587029758,4.691981595233702e-05,-6.509766881496388e-06,10000,1
10964.78196143185,0.5074182298733261,-0.04097886965638949,5001.586582310677,-750.4674198245742,0.2375855772540044,-0.02898749590053318,4.704200209903823e-05,-5.739531240740587e-06,10000,1
12022.64434617413,0.507042737789452,-0.03561524100325485,5000.999917964732,-684.174059970479,0.2376567268848573,-0.02519965388569742,4.714689021971071e-05,-4.999165522881665e-06,10000,1
13182.56738556407,0.506699736391385,-0.03056064336592013,5000.614968923928,-624.0929118022236,0.2376944786815041,-0.02162685885592637,4.723213280053421e-05,-4.297460652883936e-06,10000,1
14454.39770745928,0.5065423576782164,-0.02575410691765665,5001.353870628125,-569.1436911929195,0.2377864407420109,-0.01822970436981192,4.730241408874708e-05,-3.626401161165694e-06,10000,1
15848.93192461114,0.5062324367173416,-0.02115838260862165,4999.46550733181,-518.987104527369,0.237796578856005,-0.01497914550546739,4.736319576797008e-05,-2.983475222500852e-06,10000,1
17378.00828749376,0.5060914097869533,-0.0167172909519173,5000.334859949434,-473.2880274389562,0.237860580355499,-0.01183780352481031,4.741250717993362e-05,-2.3596173177408e-06,10000,1
19054.60717963246,0.5059439752210739,-0.01246532893141651,4999.631630433999,-431.9168530806851,0.2378850675577743,-0.008828082436325494,4.744847962956713e-05,-1.760846504358236e-06,10000,1
20892.96130854039,0.5059232307294876,-0.008312579935723203,5000.341241397919,-393.8123943651393,0.2379538617647323,-0.005888252943095148,4.747618691664003e-05,-1.174815131242699e-06,10000,1
22908.67652767772,0.5058479242093297,-0.004181770315395511,5000.235081547249,-359.3937005099898,0.2380034045181874,-0.002962881448090642,4.750035049537808e-05,-5.913272860338608e-07,10000,1
25118.86431509579,0.5058202325293202,-8.891895647964466e-05,5000.459465373573,-327.8681841309721,0.2380509078094606,-6.301256883683899e-05,4.751487502749104e-05,-1.257728593011731e-08,10000,1
27542.28703338166,0.5059400072435971,0.003913929778433811,5000.897246527342,-299.9548112051841,0.2381346461302156,0.00277429648594441,4.751819774827042e-05,5.5359256275272e-07,10000,1
30199.51720402016,0.5059517621365166,0.008035048874442461,5000.925940378979,-273.3792356024101,0.2381900560921271,0.005697063144580856,4.752126694310766e-05,1.1366203229771e-06,10000,1
33113.11214825911,0.506013949903632,0.01220775886183705,5001.009698568694,-249.3799395683783,0.2382382291772944,0.008657642097930553,4.751324131727743e-05,1.72664412280982e-06,10000,1
36307.80547701014,0.5061815911068643,0.01652881536731459,5002.022142426669,-227.012337391775,0.2383166014455702,0.01172529764642643,4.749582722717197e-05,2.336818785698522e-06,10000,1
39810.71705534973,0.5062975879125091,0.0208480123802377,5001.659647228445,-208.4620457220354,0.2383809029367991,0.01479416491208332,4.747529471381553e-05,2.946365797734048e-06,10000,1
43651.58322401661,0.5062802395997195,0.02546493340940224,5000.174495722463,-190.2449469954653,0.2383821888150198,0.0180760374705484,4.744745316905662e-05,3.597844057181167e-06,10000,1
47863.00923226385,0.5066819632108877,0.030374222295939,5001.229330813883,-173.6775169540229,0.2385123545336608,0.02156907408808657,4.739787525635896e-05,4.286269719743228e-06,10000,1
52480.74602497728,0.5071021192706939,0.03539131039659364,5002.560184157634,-157.8051734726877,0.2386464589920934,0.02514300804105295,4.733991421581269e-05,4.987578063458174e-06,10000,1
57543.99373371567,0.50738408460861,0.04061828043452913,5001.870436544981,-146.0363386786358,0.2386866685437278,0.0288657512999524,4.726720232025757e-05,5.716294567876661e-06,10000,1
63095.73444801931,0.507769101704135,0.0463403333139289,5001.865823448883,-133.7715263615781,0.238761571725142,0.03294756040330586,4.717855617420241e-05,6.51033714537493e-06,10000,1
69183.09709189364,0.5084504352849581,0.05239747191943572,5004.131913982508,-123.3004961425959,0.2388699252346655,0.03726725220435694,4.705638122559469e-05,7.341493598391712e-06,10000,1
75857.75750291836,0.5091317052013198,0.05893475676792007,5004.788279163053,-113.4317326939561,0.2389232045738224,0.04192916660006431,4.690705925375641e-05,8.231824554998998e-06,10000,1
83176.37711026709,0.5099227727376885,0.06602058998122198,5005.783896993216,-103.7367464703991,0.23896043475191,0.04698409307987019,4.672526243279262e-05,9.187060952592044e-06,10000,1
91201.08393559097,0.5107890547634202,0.07350308696140326,5004.808840371375,-97.30507537659979,0.2389786877922068,0.05232608539992323,4.65143794148276e-05,1.018465459020765e-05,10000,1
100000,0.5120547588548172,0.08173350705623775,5006.811281248815,-89.87756968869456,0.2390051732376171,0.05819387651695643,4.624267843181362e-05,1.125934088380119e-05,10000,1
109647.8196143185,0.5135722139151746,0.09052545688728264,5007.293423269299,-84.80770117473195,0.2390273523179392,0.06446133579885281,4.592295663736967e-05,1.238458737031943e-05,10000,1
120226.4434617413,0.5152616241620489,0.1000917779356859,5009.456596192624,-79.74374558483406,0.2389675804313426,0.07127077624206238,4.554103374188878e-05,1.358236468642196e-05,10000,1
131825.6738556407,0.5173399308561306,0.1105106014480228,5010.455110730707,-74.80336959374245,0.238858835945254,0.07866983313676387,4.508152248309548e-05,1.484791566224183e-05,10000,1
144543.9770745928,0.5197942213722728,0.1217116197877447,5012.206054070412,-71.84607140639035,0.2387011502552325,0.08660917170495312,4.454714097720139e-05,1.616326933378325e-05,10000,1
158489.3192461114,0.5226386627268935,0.1338474917931914,5011.417843804859,-70.74538817690244,0.2383998378489721,0.09516577957890547,4.391572535550099e-05,1.753052467207195e-05,10000,1
173780.0828749376,0.5261231580985193,0.1471090334282999,5013.008512614022,-68.93132943188027,0.2380788363863668,0.104500684084346,4.318719340565428e-05,1.895628911445849e-05,10000,1
190546.0717963246,0.5301538415557643,0.1615094139892549,5012.854011886856,-67.64209116694671,0.2376158965226997,0.1145893470961826,4.234993434838638e-05,2.042309204714423e-05,10000,1
208929.6130854039,0.5349214066779207,0.1771221456355567,5011.537339314115,-68.52155865646935,0.2370735647808529,0.1254951188331383,4.140530119737365e-05,2.191793589002444e-05,10000,1
229086.7652767772,0.5409170523755398,0.1942513798522582,5014.747995039254,-67.77903562527133,0.2364579193267537,0.1373873582334192,4.03211565882634e-05,2.342749695315773e-05,10000,1
251188.643150958,0.5477986849308047,0.2126242750247803,5013.113594646843,-69.46716891068057,0.2356510362382501,0.1500549245128965,3.912415272031664e-05,2.491298946439865e-05,10000,1
275422.8703338166,0.5561711959114921,0.2326486829861506,5011.969145664939,-70.82671688967753,0.2347443730689399,0.1637785053600319,3.779704723679201e-05,2.637057418047817e-05,10000,1
301995.1720402016,0.5663121378022034,0.2542348069329273,5012.418964321329,-73.07188916609478,0.2337537180828798,0.1784692321310118,3.635506668274756e-05,2.77568240974084e-05,10000,1
331131.1214825911,0.5785865524994898,0.2774377435293801,5012.827280913193,-77.09830934376603,0.2326623648153578,0.1941147262902774,3.480502455272134e-05,2.90385074523747e-05,10000,1
363078.0547701014,0.5930179775403859,0.3023453686280884,5012.126432898435,-80.63208883265119,0.2313925317875368,0.2107651695816167,3.31652161885636e-05,3.02087209133086e-05,10000,1
398107.1705534973,0.6101512107252252,0.3289903406089902,5011.544263271616,-84.9012369407324,0.2299734507134484,0.2284028543301632,3.145128666290161e-05,3.123649109876509e-05,10000,1
436515.8322401661,0.6302848954926834,0.3573481702565608,5009.839905969684,-91.04786706015776,0.2283357922456156,0.246940202493535,2.968151501823228e-05,3.209991415201756e-05,10000,1
478630.0923226385,0.6540687774069067,0.3875372005758069,5008.135528080537,-96.34718664333032,0.2265134847404016,0.2664451395507238,2.787410321466194e-05,3.278797873510085e-05,10000,1
524807.4602497729,0.6821480912953515,0.419473504323864,5005.606802643272,-103.2033177622379,0.2244732673734853,0.2867505593965999,2.604791762744371e-05,3.327458560291935e-05,10000,1
575439.9373371566,0.7150143837255172,0.4530643668373551,5002.646420494195,-109.7959121245837,0.222230373188507,0.3078093730898694,2.423218947954547e-05,3.356379663713569e-05,10000,1
630957.344480193,0.7535424537964408,0.4881631438612866,4998.779986111251,-117.0440861363604,0.2197467693680348,0.3293546390994447,2.244022026671471e-05,3.363321639954431e-05,10000,1
691830.9709189363,0.7986784871123078,0.5246809108394839,4995.492106740701,-124.6197188802443,0.217081197358484,0.3513308977246523,2.069294896803597e-05,3.349010612607239e-05,10000,1
758577.5750291835,0.8512220010385798,0.5623153731253496,4991.355583256118,-131.9247004268818,0.214200507861046,0.3733996222558749,1.900626863268132e-05,3.31321974854548e-05,10000,1
831763.7711026708,0.9126040969096088,0.6006929543355348,4988.122757370403,-141.6677441752628,0.2113090827827167,0.3953531197167461,1.740487982417957e-05,3.256402160365281e-05,10000,1
912010.8393559096,0.9833534637056962,0.6396886163633195,4983.933764436737,-150.0191380332734,0.2082013289572877,0.4169442717377969,1.588408947965962e-05,3.180949974470786e-05,10000,1
1000000,1.064848687407061,0.6786285101489711,4979.481663823346,-160.0780272148511,0.2051458252116685,0.4378068768496984,1.446965181414863e-05,3.088004868399663e-05,10000,1
